"Time","total requests","successful requests","failed requests (status 5xx)","failed requests (status 4xx)"
1652864320000,0,0,0,0
1652864325000,0,0,0,0
1652864330000,0,0,0,0
1652864335000,0,0,0,0
1652864340000,0,0,0,0
1652864345000,0,0,0,0
1652864350000,4.377704735092833,4.377704735092833,0,0
1652864355000,27.764192542137646,5.776896313292096,0,0.022209390130147024
1652864360000,27.764192542137646,5.776896313292096,0,0.022209390130147024
1652864365000,38.65222185390185,16.664925625056288,0,0.022209390130147024
1652864370000,39.33133113143105,16.665671827400114,0,0.02222123461179503
1652864375000,39.33133113143105,16.665671827400114,0,0.02222123461179503
1652864380000,73.93115562771752,51.26549632368659,0,0.02222123461179503
1652864385000,73.93222520981016,51.2655585431435,0,0.02222222222222222
1652864390000,73.93222520981016,51.2655585431435,0,0.02222222222222222
1652864395000,72.56959719573106,49.90293052906439,0,0.02222222222222222
1652864400000,49.948210023883625,49.28115794935167,0,0
1652864405000,49.948210023883625,49.28115794935167,0,0
1652864410000,55.11644337667142,54.44939130213947,0,0
1652864415000,93.73872093867567,56.31566709303466,36.62303606746816,0.40000888908642407
1652864420000,93.73872093867567,56.31566709303466,36.62303606746816,0.40000888908642407
1652864425000,84.17957880545495,46.756524959813916,36.62303606746816,0.40000888908642407
1652864430000,93.86978876049866,49.756717068423434,36.69051957864794,3.7112760567136314
1652864435000,93.86978876049866,49.756717068423434,36.69051957864794,3.7112760567136314
1652864440000,128.33718580115615,84.22411410908096,36.69051957864794,3.7112760567136314
1652864445000,137.11145141078626,89.44584397984028,36.688073598364475,5.488766916290748
1652864450000,137.11145141078626,89.44584397984028,36.688073598364475,5.488766916290748
1652864455000,160.7154407043185,113.04983327337253,36.688073598364475,5.488766916290748
1652864460000,138.25087624878043,124.45056957529881,0.0666681481810707,6.8668192626502815
1652864465000,138.25087624878043,124.45056957529881,0.0666681481810707,6.8668192626502815
1652864470000,141.42068253897318,127.62037586549157,0.0666681481810707,6.8668192626502815
1652864475000,153.0188218039599,143.33014821892846,0,4.844336792515722
1652864480000,153.0188218039599,143.33014821892846,0,4.844336792515722
1652864485000,143.17642573502178,133.48775214999034,0,4.844336792515722
1652864490000,150.2219294151869,136.75526274852027,0,6.733333333333333
1652864495000,150.2219294151869,136.75526274852027,0,6.733333333333333
1652864500000,142.75578323550147,129.2891165688348,0,6.733333333333333
1652864505000,135.84360992577254,122.73279016621167,0,6.555409879780449
1652864510000,135.84360992577254,122.73279016621167,0,6.555409879780449
1652864515000,148.6641778451346,135.55335808557368,0,6.555409879780449
1652864520000,149.1774247589683,136.19935857971984,0,6.489033089624215
1652864525000,149.1774247589683,136.19935857971984,0,6.489033089624215
1652864530000,145.42329732079065,132.44523114154222,0,6.489033089624215
1652864535000,148.02335509985244,135.88975213089756,0,6.066801484477434
1652864540000,148.02335509985244,135.88975213089756,0,6.066801484477434
1652864545000,145.14994582165457,133.0163428526997,0,6.066801484477434
1652864550000,147.748814438488,133.65992554959914,0,7.044444444444443
1652864555000,147.748814438488,133.65992554959914,0,7.044444444444443
1652864560000,147.26394189225255,133.17505300336362,0,7.044444444444443
1652864565000,138.7962742601752,123.41883820319869,0,7.688718028488255
1652864570000,138.7962742601752,123.41883820319869,0,7.688718028488255
1652864575000,144.1551151461869,128.77767908921038,0,7.688718028488255
1652864580000,145.55611611159756,133.24500500048646,0,6.155555555555555
1652864585000,145.55611611159756,133.24500500048646,0,6.155555555555555
1652864590000,143.7850089936319,131.4738978825208,0,6.155555555555555
1652864595000,148.5194796361894,135.00806827149242,0,6.755705682348497
1652864600000,148.5194796361894,135.00806827149242,0,6.755705682348497
1652864605000,137.9401027738081,124.4286914091111,0,6.755705682348497
1652864610000,136.62896252624702,122.62865140822218,0,7.000155559012423
1652864615000,136.62896252624702,122.62865140822218,0,7.000155559012423
1652864620000,146.13444150610755,132.13413038808272,0,7.000155559012423
1652864625000,143.7111111111111,129.93333333333334,0,6.888888888888888
1652864630000,143.7111111111111,129.93333333333334,0,6.888888888888888
1652864635000,143.46638719161496,129.68860941383718,0,6.888888888888888
1652864640000,144.6886094138372,132.28860941383718,0,6.2
1652864645000,144.6886094138372,132.28860941383718,0,6.2
1652864650000,141.3748017151363,128.97480171513627,0,6.2
1652864655000,144.5748017151363,130.97480171513627,0,6.8
1652864660000,144.5748017151363,130.97480171513627,0,6.8
1652864665000,140.24140236030578,126.6414023603058,0,6.8
1652864670000,133.59595299992122,118.75183842468955,0,7.42205728761583
1652864675000,133.59595299992122,118.75183842468955,0,7.42205728761583
1652864680000,139.35455065107217,124.51043607584052,0,7.42205728761583
1652864685000,139.88888890034565,126.82222223367899,0,6.533333333333333
1652864690000,139.88888890034565,126.82222223367899,0,6.533333333333333
1652864695000,139.80247765450062,126.73581098783394,0,6.533333333333333
1652864700000,142.75803321005617,128.93581098783395,0,6.9111111111111105
1652864705000,142.75803321005617,128.93581098783395,0,6.9111111111111105
1652864710000,134.80241744492133,120.9801952226991,0,6.9111111111111105
1652864715000,137.42578043323465,123.38102388308909,0,7.02237827507278
1652864720000,137.42578043323465,123.38102388308909,0,7.02237827507278
1652864725000,141.88979163557795,127.8450350854324,0,7.02237827507278
1652864730000,137.30983410245204,122.19905878634796,0,7.555387658052043
1652864735000,137.30983410245204,122.19905878634796,0,7.555387658052043
1652864740000,141.22301981698803,126.11224450088395,0,7.555387658052043
1652864745000,141.04628102846726,128.33516991735615,0,6.355555555555555
1652864750000,141.04628102846726,128.33516991735615,0,6.355555555555555
1652864755000,143.48655375287288,130.77544264176177,0,6.355555555555555
1652864760000,147.26433153065065,133.79766486398398,0,6.733333333333333
1652864765000,147.26433153065065,133.79766486398398,0,6.733333333333333
1652864770000,140.33383013449682,126.86716346783015,0,6.733333333333333
1652864775000,140.53270670267185,125.33304447294361,0,7.599831114864115
1652864780000,140.53270670267185,125.33304447294361,0,7.599831114864115
1652864785000,143.39936941863343,128.1997071889052,0,7.599831114864115
1652864790000,141.22271507268061,125.88938173934727,0,7.666666666666667
1652864795000,141.22271507268061,125.88938173934727,0,7.666666666666667
1652864800000,143.2698243378718,127.93649100453848,0,7.666666666666667
1652864805000,143.20208411481502,128.4912999100196,0,7.355392102397724
1652864810000,143.20208411481502,128.4912999100196,0,7.355392102397724
1652864815000,138.310037554721,123.59925334992555,0,7.355392102397724
1652864820000,140.623347185493,126.84526322807174,0,6.889041978710638
1652864825000,140.623347185493,126.84526322807174,0,6.889041978710638
1652864830000,139.77721948197205,125.99913552455077,0,6.889041978710638
1652864835000,138.1316500742568,123.06498340759013,0,7.533333333333333
1652864840000,138.1316500742568,123.06498340759013,0,7.533333333333333
1652864845000,139.61768622832554,124.55101956165886,0,7.533333333333333
1652864850000,138.32879733943665,124.77324178388108,0,6.777777777777777
1652864855000,138.32879733943665,124.77324178388108,0,6.777777777777777
1652864860000,143.4888888888889,129.93333333333334,0,6.777777777777777
1652864865000,143.26666666666668,130.55555555555557,0,6.355555555555555
1652864870000,143.26666666666668,130.55555555555557,0,6.355555555555555
1652864875000,140.62096134035664,127.90985022924554,0,6.355555555555555
1652864880000,141.84318356257887,129.75429467369,0,6.044444444444443
1652864885000,141.84318356257887,129.75429467369,0,6.044444444444443
1652864890000,141.71503688365206,129.6261479947632,0,6.044444444444443
1652864895000,141.09388283331515,127.36024430801459,0,6.8668192626502815
1652864900000,141.09388283331515,127.36024430801459,0,6.8668192626502815
1652864905000,142.62039177488603,128.88675324958547,0,6.8668192626502815
1652864910000,142.97595523185174,129.02008954594763,0,6.977932842952066
1652864915000,142.97595523185174,129.02008954594763,0,6.977932842952066
1652864920000,140.91397734764476,126.95811166174063,0,6.977932842952066
1652864925000,142.31290127434931,127.91290127434932,0,7.2
1652864930000,142.31290127434931,127.91290127434932,0,7.2
1652864935000,142.68347712173005,128.28347712173004,0,7.2
1652864940000,141.50569934395224,127.37236601061893,0,7.066666666666666
1652864945000,141.50569934395224,127.37236601061893,0,7.066666666666666
1652864950000,141.36971939172787,127.23638605839454,0,7.066666666666666
1652864955000,139.4565313358884,125.72380834579906,0,6.866361495044665
1652864960000,139.4565313358884,125.72380834579906,0,6.866361495044665
1652864965000,142.41960999264228,128.68688700255296,0,6.866361495044665
1652864970000,142.99841338048674,130.2431412754224,0,6.377636052532166
1652864975000,142.99841338048674,130.2431412754224,0,6.377636052532166
1652864980000,139.42780650461876,126.67253439955442,0,6.377636052532166
1652864985000,140.27223218404805,127.56140353579582,0,6.35541432412613
1652864990000,140.27223218404805,127.56140353579582,0,6.35541432412613
1652864995000,137.67550833261808,124.96467968436582,0,6.35541432412613
1652865000000,137.96762050330048,124.63369455103596,0,6.666962976132272
1652865005000,137.96762050330048,124.63369455103596,0,6.666962976132272
1652865010000,140.20215368710436,126.86822773483983,0,6.666962976132272
1652865015000,139.31216842970696,125.71186620076854,0,6.8001511144692115
1652865020000,139.31216842970696,125.71186620076854,0,6.8001511144692115
1652865025000,139.88918079257002,126.28887856363161,0,6.8001511144692115
1652865030000,141.6659017567396,127.64367953451736,0,7
1652865035000,141.6659017567396,127.64367953451736,0,7
1652865040000,140.77217735523396,126.74995513301177,0,7
1652865045000,141.99327614563123,127.46026576808407,0,7.266505188773582
1652865050000,141.99327614563123,127.46026576808407,0,7.266505188773582
1652865055000,141.75417978365914,127.22116940611195,0,7.266505188773582
1652865060000,140.57752543770633,125.77752543770632,0,7.4
1652865065000,140.57752543770633,125.77752543770632,0,7.4
1652865070000,142.60078225119457,127.80078225119455,0,7.4
1652865075000,141.20078225119457,127.445226695639,0,6.888888888888888
1652865080000,141.20078225119457,127.445226695639,0,6.888888888888888
1652865085000,144.05025835514462,130.29470279958906,0,6.888888888888888
1652865090000,143.76030973671885,130.6050465203459,0,6.577631608186485
1652865095000,143.76030973671885,130.6050465203459,0,6.577631608186485
1652865100000,141.9084810461002,128.75321782972725,0,6.577631608186485
1652865105000,142.44180252784506,129.39764795350226,0,6.510966422968378
1652865110000,142.44180252784506,129.39764795350226,0,6.510966422968378
1652865115000,140.626068395359,127.5819138210162,0,6.510966422968378
1652865120000,139.3837395058566,126.40567332660817,0,6.489033089624215
1652865125000,139.3837395058566,126.40567332660817,0,6.489033089624215
1652865130000,140.80155509628608,127.82348891703765,0,6.489033089624215
1652865135000,141.13489583719144,127.82348891703765,0,6.644592102046712
1652865140000,141.13489583719144,127.82348891703765,0,6.644592102046712
1652865145000,138.75939522600365,125.44798830584986,0,6.644592102046712
1652865150000,140.0461527575033,127.04644163997256,0,6.510966422968379
1652865155000,140.0461527575033,127.04644163997256,0,6.510966422968379
1652865160000,141.27874160239887,128.27903048486814,0,6.510966422968379
1652865165000,143.0564798748817,128.56791295414658,0,7.244283460367546
1652865170000,143.0564798748817,128.56791295414658,0,7.244283460367546
1652865175000,139.37641632655075,124.88784940581566,0,7.244283460367546
1652865180000,138.0008469431554,123.75608594846665,0,7.133491855374564
1652865185000,138.0008469431554,123.75608594846665,0,7.133491855374564
1652865190000,141.55741192721382,127.31265093252506,0,7.133491855374564
1652865195000,140.97962130964456,126.93486475949899,0,7.0223782750727795
1652865200000,140.97962130964456,126.93486475949899,0,7.0223782750727795
1652865205000,140.7586850195579,126.71392846941234,0,7.0223782750727795
1652865210000,139.13538672404022,126.3353867240402,0,6.4
1652865215000,139.13538672404022,126.3353867240402,0,6.4
1652865220000,140.66848497867858,127.86848497867855,0,6.4
1652865225000,141.57853586643662,129.00103758862056,0,6.288749138908023
1652865230000,141.57853586643662,129.00103758862056,0,6.288749138908023
1652865235000,141.84052214365323,129.2630238658372,0,6.288749138908023
1652865240000,140.79506394066476,127.19566835824621,0,6.79969779120928
1652865245000,140.79506394066476,127.19566835824621,0,6.79969779120928
1652865250000,139.44494741302705,125.84555183060849,0,6.79969779120928
1652865255000,142.9792391974915,128.13512462225984,0,7.422057287615831
1652865260000,142.9792391974915,128.13512462225984,0,7.422057287615831
1652865265000,142.17512302195755,127.33100844672589,0,7.422057287615831
1652865270000,141.57513635499458,126.37547412526635,0,7.599831114864115
1652865275000,141.57513635499458,126.37547412526635,0,7.599831114864115
1652865280000,140.5542505660577,125.35458833632947,0,7.599831114864115
1652865285000,164.04880780876383,123.99031531973114,0,6.713342491248283
1652865290000,164.04880780876383,123.99031531973114,0,6.713342491248283
1652865295000,145.31410100944169,105.25560852040903,0,6.713342491248283
1652865300000,140.51257004997942,92.33265094246352,0,4.022400995599805
1652865305000,140.51257004997942,92.33265094246352,0,4.022400995599805
1652865310000,131.32479749067247,83.14487838315658,0,4.022400995599805
1652865315000,115.67848775214303,72.29974600232639,0,1.6222582724060535
1652865320000,115.67848775214303,72.29974600232639,0,1.6222582724060535
1652865325000,96.2442957419953,52.86555399217865,0,1.6222582724060535
1652865330000,75.85171277874733,43.598681395009834,18.790121255349497,0
1652865335000,75.85171277874733,43.598681395009834,18.790121255349497,0
1652865340000,101.18794542673916,68.93491404300164,18.790121255349497,0
1652865345000,91.08997726381895,68.93491404300164,18.73291704628786,1.7110730872647273
1652865350000,91.08997726381895,68.93491404300164,18.73291704628786,1.7110730872647273
1652865355000,101.77118419853777,79.61612097772048,18.73291704628786,1.7110730872647273
1652865360000,102.81612097772046,79.90500986660938,18.733333333333334,2.088888888888889
1652865365000,102.81612097772052,79.90500986660939,18.733333333333334,2.088888888888889
1652865370000,141.85845696671325,118.94734585560211,18.733333333333334,2.088888888888889
1652865375000,137.65845696671323,133.1251236333799,0,2.2666666666666666
1652865380000,137.65845696671323,133.1251236333799,0,2.2666666666666666
1652865385000,120.8225481553911,116.28921482205777,0,2.2666666666666666
1652865390000,143.7345906452242,137.42333928408286,0,3.133402964510323
1652865395000,143.7345906452242,137.42333928408286,0,3.133402964510323
1652865400000,133.17841484205243,126.86716348091107,0,3.133402964510323
1652865405000,148.62192790777488,134.93303901888598,0,6.844444444444444
1652865410000,148.62192790777488,134.93303901888598,0,6.844444444444444
1652865415000,141.9322596836861,128.24337079479724,0,6.844444444444444
1652865420000,135.02002760983098,119.02038315748547,0,7.9998222261727525
1652865425000,135.02002760983098,119.02038315748547,0,7.9998222261727525
1652865430000,152.24163956850342,136.2419951161579,0,7.9998222261727525
1652865435000,151.48610080269822,138.86415906807008,0,6.333192595720095
1652865440000,151.48610080269822,138.86415906807008,0,6.333192595720095
1652865445000,150.3966578661154,137.77471613148725,0,6.333192595720095
1652865450000,151.93223366934285,140.64309391068153,0,5.644569879330652
1652865455000,151.93223366934285,140.64309391068153,0,5.644569879330652
1652865460000,136.8446677305653,125.55552797190401,0,5.644569879330652
1652865465000,139.26694378114416,124.73328747767079,0,7.266828151736704
1652865470000,139.26694378114416,124.73328747767079,0,7.266828151736704
1652865475000,146.67093696741438,132.13728066394097,0,7.266828151736704
1652865480000,134.3595522699767,118.75920559560612,0,7.800173337185272
1652865485000,134.3595522699767,118.75920559560612,0,7.800173337185272
1652865490000,141.40343515108074,125.80308847671022,0,7.800173337185272
1652865495000,147.8903428086051,135.49061835803738,0,6.199862225283882
1652865500000,147.8903428086051,135.49061835803738,0,6.199862225283882
1652865505000,141.19951906181677,128.79979461124904,0,6.199862225283882
1652865510000,148.24624548504974,133.71258918157636,0,7.266828151736706
1652865515000,148.24624548504974,133.71258918157636,0,7.266828151736706
1652865520000,136.30556130076505,121.77190499729163,0,7.266828151736706
1652865525000,132.72656423663275,116.01545312552163,0,8.355555555555556
1652865530000,132.72656423663275,116.01545312552163,0,8.355555555555556
1652865535000,146.68725287586201,129.97614176475093,0,8.355555555555556
1652865540000,138.84280843141758,123.28725287586204,0,7.777777777777777
1652865545000,138.84280843141758,123.28725287586204,0,7.777777777777777
1652865550000,140.30553565420004,124.7499800986445,0,7.777777777777777
1652865555000,144.01664676531118,132.19442454308896,0,5.9111111111111105
1652865560000,144.01664676531118,132.19442454308896,0,5.9111111111111105
1652865565000,137.06666666666663,125.24444444444443,0,5.9111111111111105
1652865570000,142.2432815073245,128.82135755007909,0,6.710961978622697
1652865575000,142.2432815073245,128.82135755007909,0,6.710961978622697
1652865580000,136.24514624012107,122.82322228287566,0,6.710961978622697
1652865585000,129.75843907642394,115.13589190870908,0,7.311273583857419
1652865590000,129.75843907642394,115.13589190870908,0,7.311273583857419
1652865595000,142.36224435125752,127.73969718354267,0,7.311273583857419
1652865600000,141.31678111874123,127.80567000763013,0,6.7555555555555555
1652865605000,141.31678111874123,127.80567000763013,0,6.7555555555555555
1652865610000,140.7186374173912,127.20752630628009,0,6.7555555555555555
1652865615000,145.16308186183565,132.14085963961344,0,6.51111111111111
1652865620000,145.16308186183565,132.14085963961344,0,6.51111111111111
1652865625000,134.99691568721508,121.97469346499288,0,6.51111111111111
1652865630000,138.1080267983262,123.7969156872151,0,7.155555555555555
1652865635000,138.1080267983262,123.7969156872151,0,7.155555555555555
1652865640000,138.97756298689637,124.66645187578524,0,7.155555555555555
1652865645000,130.75534076467414,116.48867409800746,0,7.133333333333334
1652865650000,130.75534076467414,116.48867409800746,0,7.133333333333334
1652865655000,140.66666816014265,126.40000149347597,0,7.133333333333334
1652865660000,140.6444459379204,129.40000149347597,0,5.622222222222222
1652865665000,140.6444459379204,129.40000149347597,0,5.622222222222222
1652865670000,141.55715066316742,130.31270621872298,0,5.622222222222222
1652865675000,146.7571506631674,134.97937288538964,0,5.888888888888888
1652865680000,146.7571506631674,134.97937288538964,0,5.888888888888888
1652865685000,137.82418917951262,126.04641140173483,0,5.888888888888888
1652865690000,138.55641043879325,124.77893882705129,0,6.88873580587098
1652865695000,138.55641043879325,124.77893882705129,0,6.88873580587098
1652865700000,139.81670799257157,126.03923638082964,0,6.88873580587098
1652865705000,134.77437564440257,120.50739193365342,0,7.133491855374564
1652865710000,134.77437564440257,120.50739193365342,0,7.133491855374564
1652865715000,140.64676154441798,126.37977783366885,0,7.133491855374564
1652865720000,141.86695660674894,129.15612795849668,0,6.35541432412613
1652865725000,141.86695660674894,129.15612795849668,0,6.35541432412613
1652865730000,138.52998181500988,125.81915316675762,0,6.35541432412613
1652865735000,143.68656450823397,130.3087867304562,0,6.688888888888888
1652865740000,143.68656450823397,130.3087867304562,0,6.688888888888888
1652865745000,138.67007935747017,125.29230157969239,0,6.688888888888888
1652865750000,137.7122829138553,122.33518856249314,0,7.68854717568108
1652865755000,137.7122829138553,122.33518856249314,0,7.68854717568108
1652865760000,140.44277894115217,125.06568458979001,0,7.68854717568108
1652865765000,136.0904880001091,121.02348651118713,0,7.533500744460989
1652865770000,136.0904880001091,121.02348651118713,0,7.533500744460989
1652865775000,141.5346331397765,126.46763165085453,0,7.533500744460989
1652865780000,143.08916496887886,129.48916496887887,0,6.8
1652865785000,143.08916496887886,129.48916496887887,0,6.8
1652865790000,138.79325617369153,125.19325617369152,0,6.8
1652865795000,141.66216689071106,127.66154464083327,0,7.000311124938886
1652865800000,141.66216689071106,127.66154464083327,0,7.000311124938886
1652865805000,139.64590188805963,125.64527963818186,0,7.000311124938886
1652865810000,138.5314494670286,123.46511760773659,0,7.533165929646007
1652865815000,138.5314494670286,123.46511760773659,0,7.533165929646007
1652865820000,141.55445731965926,126.48812546036724,0,7.533165929646007
1652865825000,139.8455027509141,124.86739212623355,0,7.489055312340275
1652865830000,139.8455027509141,124.86739212623355,0,7.489055312340275
1652865835000,142.25199366863689,127.27388304395635,0,7.489055312340275
1652865840000,144.44982626231482,130.71679810738493,0,6.866514077464944
1652865845000,144.44982626231482,130.71679810738493,0,6.866514077464944
1652865850000,142.64359756129448,128.9105694063646,0,6.866514077464944
1652865855000,143.60139064818725,128.6677254556274,0,7.466832596279918
1652865860000,143.60139064818725,128.6677254556274,0,7.466832596279918
1652865865000,141.42335213432156,126.48968694176172,0,7.466832596279918
1652865870000,139.48780299756325,124.42147113827124,0,7.533165929646007
1652865875000,139.48780299756325,124.42147113827124,0,7.533165929646007
1652865880000,143.03654627404552,127.97021441475353,0,7.533165929646007
1652865885000,141.50429933632316,127.10429933632317,0,7.2
1652865890000,141.50429933632316,127.10429933632317,0,7.2
1652865895000,139.5111086538381,125.11110865383812,0,7.2
1652865900000,141.28779460402689,127.6880968195332,0,6.799848892246839
1652865905000,141.28779460402689,127.6880968195332,0,6.799848892246839
1652865910000,140.92971425675168,127.330016472258,0,6.799848892246839
1652865915000,139.99854388592146,126.30935079274161,0,6.844596546589925
1652865920000,139.99854388592146,126.30935079274161,0,6.844596546589925
1652865925000,137.91824896872885,124.22905587554901,0,6.844596546589925
1652865930000,136.5404405729867,122.09567513375474,0,7.222382719615992
1652865935000,136.5404405729867,122.09567513375474,0,7.222382719615992
1652865940000,137.44472129671723,122.99995585748525,0,7.222382719615992
1652865945000,135.86690845643187,122.57772425233844,0,6.644592102046713
1652865950000,135.86690845643187,122.57772425233844,0,6.644592102046713
1652865955000,131.46978538325664,118.18060117916319,0,6.644592102046713
1652865960000,133.00107377907455,119.62359327864121,0,6.688740250216662
1652865965000,133.00107377907455,119.62359327864121,0,6.688740250216662
1652865970000,133.04244109643082,119.66496059599751,0,6.688740250216662
1652865975000,133.1101472461707,119.1990361350596,0,6.955555555555555
1652865980000,133.1101472461707,119.1990361350596,0,6.955555555555555
1652865985000,135.6448792593729,121.73376814826182,0,6.955555555555555
1652865990000,136.57715088790462,121.82192322629712,0,7.377613830803759
1652865995000,136.57715088790462,121.82192322629712,0,7.377613830803759
1652866000000,139.92843050545295,125.17320284384539,0,7.377613830803759
1652866005000,142.3750527288834,127.3524966720821,0,7.511278028400631
1652866010000,142.3750527288834,127.3524966720821,0,7.511278028400631
1652866015000,140.67078692384675,125.64823086704547,0,7.511278028400631
1652866020000,141.08964230772102,126.37918499471272,0,7.3552286565041545
1652866025000,141.08964230772102,126.37918499471272,0,7.3552286565041545
1652866030000,139.64122978321308,124.93077247020477,0,7.3552286565041545
1652866035000,138.62125832515443,124.22125832515442,0,7.2
1652866040000,138.62125832515443,124.22125832515442,0,7.2
1652866045000,141.18185267374227,126.78185267374226,0,7.2
1652866050000,139.0040748959645,124.78185267374226,0,7.111111111111111
1652866055000,139.0040748959645,124.78185267374226,0,7.111111111111111
1652866060000,140.57624646574413,126.35402424352189,0,7.111111111111111
1652866065000,140.06617834077343,126.68810327243858,0,6.689037534167426
1652866070000,140.06617834077343,126.68810327243858,0,6.689037534167426
1652866075000,139.5566288153616,126.17855374702674,0,6.689037534167426
1652866080000,140.44553745777588,126.57856263611318,0,6.9334874108313524
1652866085000,140.44553745777588,126.57856263611318,0,6.9334874108313524
1652866090000,138.71138773921626,124.84441291755354,0,6.9334874108313524
1652866095000,137.6332705178303,123.63638093773702,0,6.998444790046657
1652866100000,137.6332705178303,123.63638093773702,0,6.998444790046657
1652866105000,137.3002304784545,123.30334089836118,0,6.998444790046657
1652866110000,137.9338933786333,124.155809421212,0,6.8890419787106385
1652866115000,137.9338933786333,124.155809421212,0,6.8890419787106385
